FQDN_count,subdomain_length,upper_count,lower_count,numeric_count,entropy,special_count,labels,get_labels_max,labels_average,longest_word,sld,len,subdomain,domain,predicted_label,score
99,80,27,40,25,5.290542544510667,7,7,23,13.285714285714286,c5bu9cwTEGJEbXbXGxBtnVs,seg4910research,95,1,88180.c5bu9cwTEGJEbXbXGxBtnVs.aS53Cew9nRBUi9375GyLzM2._UAI28Zje81Rtp29BwtAeZn.dX.seg4910research.tk,0,0.54
99,80,31,40,18,5.474773160243268,10,7,23,13.285714285714286,nCwL5NmQgIho5EFSEtI8_nh,seg4910research,95,1,97059.nCwL5NmQgIho5EFSEtI8_nh.UHTNX7j2Tg86EoOvbs-BNb1.jKmr_oG9OBUk_duWJequDhZ.XX.seg4910research.tk,0,0.54
99,80,34,40,17,5.46714803395879,8,7,23,13.285714285714286,4TToKROlpmGVXXoDryrk07_,seg4910research,95,1,40251.4TToKROlpmGVXXoDryrk07_.88YBR8cIjzXcHYJQdSan-Sd.EvnSZzYPT7XBdgi5vIJSLms.Fn.seg4910research.tk,0,0.54
100,81,36,36,16,5.394526659705841,12,7,23,13.428571428571429,F__BtK1cVS_UJ4qVNJMuwOV,seg4910research,96,1,146854.F__BtK1cVS_UJ4qVNJMuwOV.AG-ytlbda-NhsgShWAuITCu.-AYMz4Urdt9E3eOXSEN9LFG.jG.seg4910research.tk,0,0.54
249,230,99,97,41,5.828868993855771,12,7,63,34.714285714285715,OZpDXC5BdETJ2hqLk8_FpHYXs-xJA8iD_EKMjv9Zr8LdY4V37xhaMGE2F3iJrgg,seg4910research,245,1,66903.OZpDXC5BdETJ2hqLk8_FpHYXs-xJA8iD_EKMjv9Zr8LdY4V37xhaMGE2F3iJrgg.gVe6wOrsrVsEPqHax5-0MM38--ZJwlhEyImdIvOMEW4JBarZ9WaMqZEctgudf6h.FL83Qx9RiZE58SCORVySZme4KzmNgnIErbyVFPmAlcoAbKIMkXWucIfENdTyjGT.uQOw7Ln3mVlRy2eXp3MdI22qIQuD4hFD.seg4910research.tk,0,0.53
100,81,24,45,20,5.4076271003469145,11,7,23,13.428571428571429,_6qHatq72X-FtplaGa3mVtK,seg4910research,96,1,129102._6qHatq72X-FtplaGa3mVtK.HUkiO5-eepLCa89nn1gihXz.WEyzFCtYNJr_7kipox-ZIK8.UB.seg4910research.tk,0,0.54
50,30,5,20,22,4.141350862884963,3,4,22,11.75,3365303162333333343932,maliciousDomain,45,1,AvIEgGk.3365303162333333343932.maliciousDomain.com,0,0.89
100,81,26,47,21,5.295525314406941,6,7,23,13.428571428571429,lSeyX3A2Yef37efBEpLWIjI,seg4910research,96,1,146948.lSeyX3A2Yef37efBEpLWIjI.ynALAeSgTZ577cmedymIxbx.ocgiShYeqyt7mHK4V0PN1YL.cx.seg4910research.tk,0,0.54
63,43,3,21,35,4.1008831074909535,4,5,32,11.8,33613162376665656162323332393161,maliciousDomain,58,1,vb4PrzW.33613162376665656162323332393161.61.maliciousDomain.com,0,0.73
107,88,33,47,18,5.504049902345928,9,9,15,11.0,seg4910research,seg4910research,103,1,2025.YMe6y8gpNaJEO.qDReMI0wid2_p.nyDRvIuW3JG4j.pYvLxmXhLhoPA.MRISoNmUuC0dd.w9mDR9gbHtF3d.seg4910research.tk,0,0.54
100,81,31,40,15,5.342075534727477,14,7,23,13.428571428571429,HLahd__tK9sBGjdHddGaNrU,seg4910research,96,1,155509.HLahd__tK9sBGjdHddGaNrU.n0UDAeHYSidwGlELZcOPmN-.qEB_bay__J3yh0ECu-J_BRy.6F.seg4910research.tk,0,0.54
108,89,32,45,23,5.384155094595801,8,9,15,11.11111111111111,seg4910research,seg4910research,104,1,14200.oH9H1kifJgDg8.GWg3xeCHenxdX.5hEidvYJ7QFJ7.bOelAe5jXTOHr.zRG8xTTIjoMTq.8efEqZyNQ5879.seg4910research.tk,0,0.54
100,81,33,44,15,5.50572081449348,8,7,23,13.428571428571429,O9zWc8LXpHrQy__UNWGz0yQ,seg4910research,96,1,133929.O9zWc8LXpHrQy__UNWGz0yQ.dzcynaLLGBnSUoDOSUSjlCq.lZdowmudHxMzkqk7bEQAIYW.4B.seg4910research.tk,0,0.54
99,80,31,43,18,5.525475685583208,7,7,23,13.285714285714286,DnGmI3Y7DbJUSGxlUWtm-nC,seg4910research,95,1,70329.DnGmI3Y7DbJUSGxlUWtm-nC.FTj90czuxS7dlBwZ7sTBFPo.CYt8dQXCofYqL6mNzYpy1as.Nm.seg4910research.tk,0,0.54
100,81,21,46,23,5.344372820753986,10,7,23,13.428571428571429,bEkMc7fLlNg8-dH63-A4zYp,seg4910research,96,1,114635.bEkMc7fLlNg8-dH63-A4zYp.lvFSTg2Y_ig_lp4V19weeNc.dZUh3xVWhD1EcowCach4lSv.3t.seg4910research.tk,0,0.54
56,36,3,20,30,3.968642655794603,3,4,28,13.25,6366373534336264626334663136,maliciousDomain,51,1,uYeI01a.6366373534336264626334663136.maliciousDomain.com,0,0.88
98,79,31,41,19,5.318193007115604,7,7,23,13.142857142857142,oksRkHeEB4QCYoECgi_J3Xr,seg4910research,94,1,5367.oksRkHeEB4QCYoECgi_J3Xr.7A16PmtrDbe4iXzOUJPjtYR.hkGubAN7XK3s2ZtZlA6ZFie.a9.seg4910research.tk,0,0.54
80,60,5,18,54,3.8488867611056516,3,4,52,19.25,6365336131323366646164323161373230633838363038616663,maliciousDomain,75,1,8Mg2WLU.6365336131323366646164323161373230633838363038616663.maliciousDomain.com,0,0.9
58,38,6,19,30,4.220158263063935,3,4,30,13.75,393861323534616161326662663436,maliciousDomain,53,1,kfXOMSU.393861323534616161326662663436.maliciousDomain.com,0,0.86
42,22,4,20,15,3.9570632576003337,3,4,15,9.75,maliciousDomain,maliciousDomain,37,1,SFu6Jws.31666632313366.maliciousDomain.com,0,0.91
100,81,30,34,27,5.317173284770746,9,7,23,13.428571428571429,-WPCB-5417YXT2ww-G5im5Y,seg4910research,96,1,126510.-WPCB-5417YXT2ww-G5im5Y.ZXp1v1WbE6ahWMtr8BurqBI.8hiELzmEn9YSC446HC5BnGN.bD.seg4910research.tk,0,0.54
98,79,34,43,14,5.49584514521986,7,7,23,13.142857142857142,QQoNKzf3VKvtppvqmnR2WYW,seg4910research,94,1,4745.QQoNKzf3VKvtppvqmnR2WYW.iDm50trPJtKEjunyZZEvTCc.MULe4AX_iCOcQRsWsoHreE8.FD.seg4910research.tk,0,0.54
248,229,85,114,39,5.861190065521014,10,7,63,34.57142857142857,lopCcsdLvCMZRI6fjeBb_1BTNsu19qGcTNv89uaFJSUO8453zpIBmJ2ZO9HoEJs,seg4910research,244,1,4963.lopCcsdLvCMZRI6fjeBb_1BTNsu19qGcTNv89uaFJSUO8453zpIBmJ2ZO9HoEJs.lQayNpkhn14s6dkYTnOJWo9xeAI0ZDKQgSbGItZTbMnsuEHdrfQbvojMqZlHJyJ.9homMq8Xm2uejecm6gc39DuKttH4xIubLNitACoZ7jg8UFhLO7kuxkUh6w2pKHa.PRzXSzwrMgPs-q6vyY9CQxn-bTkRmF_P.seg4910research.tk,0,0.53
74,54,4,19,48,4.023794083954691,3,4,46,17.75,3362366237356437383138343932643531313464306533,maliciousDomain,69,1,y3fV8WQ.3362366237356437383138343932643531313464306533.maliciousDomain.com,0,0.9
62,42,2,22,35,3.992797416312608,3,4,34,14.75,3538623766336661653235373635336139,maliciousDomain,57,1,wa3qJft.3538623766336661653235373635336139.maliciousDomain.com,0,0.87
99,80,25,41,24,5.373763059233168,9,7,23,13.285714285714286,hrukUC9xJA3aV_koB1sdd0K,seg4910research,95,1,37161.hrukUC9xJA3aV_koB1sdd0K.KpWT8s_vyYK22Hlw2072oCj.G8RxYxTZwgKmE4C7LdYk_Qp.6l.seg4910research.tk,0,0.54
99,80,30,43,17,5.366137932948688,9,7,23,13.285714285714286,yxp0KHSfxhfkVKOajQGSph_,seg4910research,95,1,81204.yxp0KHSfxhfkVKOajQGSph_.xJU8MPy_EDJyn5OxufU87q6.Jo0OEQhz_ZjJDZs4jWlTdQt.yK.seg4910research.tk,0,0.54
76,56,4,20,49,4.005774513523742,3,4,48,18.25,623862666565343934373830653531616330633263353464,maliciousDomain,71,1,KWaDn2f.623862666565343934373830653531616330633263353464.maliciousDomain.com,0,0.91
99,80,32,43,18,5.538052579500747,6,7,23,13.285714285714286,CmuMgnbEIjpfyfGeNeP1F3G,seg4910research,95,1,53168.CmuMgnbEIjpfyfGeNeP1F3G.tY7odv9ARC3wQIhf0EctXSW.ObfTeN2lQp1UnoRBVJFBVnb.4A.seg4910research.tk,0,0.54
108,89,34,45,18,5.410827173496137,11,9,15,11.11111111111111,seg4910research,seg4910research,104,1,19226.8OiBTqoV_FptB.VOQR1Rv-pAGob.9mVjKYNB-em0Z.oYOOAUc00Skmp.gTjCtdVrdcd4w.Mv67aTfyOUEBh.seg4910research.tk,0,0.54
98,79,25,46,20,5.332579839097409,7,7,23,13.142857142857142,xk3e7d6uzLQvOOUHzJjyNs2,seg4910research,94,1,7130.xk3e7d6uzLQvOOUHzJjyNs2.xXDutNIg9t6cEIuLSaLWO7x.LfMwgcnwqh4GFV9s9c0g_Hd.f9.seg4910research.tk,0,0.54
58,38,3,20,32,3.9221545990097235,3,4,30,13.75,616363623439396264623461633563,maliciousDomain,53,1,h1m4VDa.616363623439396264623461633563.maliciousDomain.com,0,0.88
99,80,30,40,20,5.45457114004125,9,7,23,13.285714285714286,rPoJ-8bsNk2H1ihwKARAoGK,seg4910research,95,1,75728.rPoJ-8bsNk2H1ihwKARAoGK.lvuz-4gUERqXDNYoA8GppwR._5TS58dGy7iEg3B5dqqzRNQ.AI.seg4910research.tk,0,0.54
81,61,5,20,52,3.9651364248993337,4,5,44,15.4,38646433343630303730323765643832356435353337,maliciousDomain,76,1,WOFeYrh.38646433343630303730323765643832356435353337.36653566.maliciousDomain.com,0,0.74
50,30,3,19,25,4.11778093929876,3,4,22,11.75,3130353735313162326538,maliciousDomain,45,1,9i5McA8.3130353735313162326538.maliciousDomain.com,0,0.88
66,46,4,19,39,4.030762242762917,4,5,29,12.4,33732396238363238376234376430,maliciousDomain,61,1,p8YH6aG.33732396238363238376234376430.62626439.maliciousDomain.com,0,0.73
54,34,4,20,27,4.2258425941951625,3,4,26,12.75,64333162613762653039396239,maliciousDomain,49,1,AEGsz3u.64333162613762653039396239.maliciousDomain.com,0,0.88
67,47,4,21,38,4.127579431552525,4,5,36,12.6,353238343437386531623364386665376461,maliciousDomain,62,1,sYodHbA.353238343437386531623364386665376461.31.maliciousDomain.com,0,0.73
100,81,29,43,20,5.33882125513455,8,7,23,13.428571428571429,SsC_tFPeiZotC2QgSs8LLFZ,seg4910research,96,1,145950.SsC_tFPeiZotC2QgSs8LLFZ.HZtdbOp9OHejN_NVqh3BtwX.KnBaX8h688W6ldZjr0Vcqkc.Rp.seg4910research.tk,0,0.54
100,81,31,40,20,5.253109565205078,9,7,23,13.428571428571429,_jsXqx7yJkzvLKqFUQp1q7j,seg4910research,96,1,107100._jsXqx7yJkzvLKqFUQp1q7j.CzmQUW1DeZQPXGxUWtsC0Tr.Yitck1-4KKcdQ1ZPPlyWA-8.4R.seg4910research.tk,0,0.54
70,50,5,18,43,3.9544449329684794,4,5,33,13.2,165646538646233633463663964343433,maliciousDomain,65,1,AS34RWy.165646538646233633463663964343433.30656531.maliciousDomain.com,0,0.73
54,34,5,20,26,4.125815376868953,3,4,26,12.75,38663936653334626333326138,maliciousDomain,49,1,yoAYXRj.38663936653334626333326138.maliciousDomain.com,0,0.88
99,80,33,41,15,5.505273665381187,10,7,23,13.285714285714286,VM_bSnMajBmyHdabxNU-RHM,seg4910research,95,1,42506.VM_bSnMajBmyHdabxNU-RHM.xqD_FFe6rSThO-rWk18UpBe.7woEaoRM0YgP1AIJlGfeAAH.Ac.seg4910research.tk,0,0.54
62,42,5,17,37,3.984890561543687,3,4,34,14.75,3237373864643239623634383737376633,maliciousDomain,57,1,7PB04WO.3237373864643239623634383737376633.maliciousDomain.com,0,0.87
249,230,89,108,42,5.766934894367505,10,7,63,34.714285714285715,np-Cn7J0OkN4ElvUt9q-ceYVK89DHLwPqLGRVdcFmLdToLv3MgHdkrLYIw_MMhJ,seg4910research,245,1,73672.np-Cn7J0OkN4ElvUt9q-ceYVK89DHLwPqLGRVdcFmLdToLv3MgHdkrLYIw_MMhJ.MftM2MeE-3LIshQphXs2sr4piqnY1S9laEx1gAMJ2NnMLPgnt1OGTBmhsETnhFV.wfckq3Y0k7w8dK7I7CNyZ3n6AM41F5jXn7b9CKGrdpBsx0g01wG6qeaAoucvbhJ.kYDOdPXvxFTzVfjdFOAhcTkAxTceYMpJ.seg4910research.tk,0,0.53
99,80,30,39,20,5.51517720064731,10,7,23,13.285714285714286,W_2-SeQumxP6KxofCsAnHJy,seg4910research,95,1,61547.W_2-SeQumxP6KxofCsAnHJy.VgmcLDxRJNYucIC1LBWg2W-.M29V3E2v2OxV2n0wTiHkqa-.Pp.seg4910research.tk,0,0.54
81,61,5,19,53,3.8759161239210913,4,5,48,15.4,613061313536646336323431646333356233363562376662,maliciousDomain,76,1,dXDWo9R.613061313536646336323431646333356233363562376662.3864.maliciousDomain.com,0,0.71
60,40,3,19,35,3.9541511562452545,3,4,32,14.25,34623661663565613639666130336465,maliciousDomain,55,1,prH543A.34623661663565613639666130336465.maliciousDomain.com,0,0.87
249,230,89,101,47,5.8096977332299655,12,7,63,34.714285714285715,SrbUwv2R1e5SfN5iHXJNO8WWBwkM1SBL00bOimGIY5iNxOVGUVqqqvUjmWdsfV9,seg4910research,245,1,68291.SrbUwv2R1e5SfN5iHXJNO8WWBwkM1SBL00bOimGIY5iNxOVGUVqqqvUjmWdsfV9.XLH4Mp3ZJM8ukS7Ox_9ZGfBq-dteCYEPhJP4Ejh5li8qh7cA1L1WOdpmsjZZSMP.qPxo8Hj3fHBTuebk2PtD10lpQpjXgOjd_HuDYJaQBv_mCOjFwuk03F7bN9hyolA.Ndkq_G9mZj4X97x3k7wNVrbh7-JVQ0wo.seg4910research.tk,0,0.53
74,54,5,19,47,3.9420124085336252,3,4,46,17.75,3534326362323834653932646631353563316366656335,maliciousDomain,69,1,rDGMId7.3534326362323834653932646631353563316366656335.maliciousDomain.com,0,0.9
249,230,99,88,47,5.79565204245534,15,7,63,34.714285714285715,9iC-ZWTDdxA6O2d_n9DvK1dDmEVVg3nBnfmGBGl_X80BUFlOp4iFwYVAxdV8G88,seg4910research,245,1,92325.9iC-ZWTDdxA6O2d_n9DvK1dDmEVVg3nBnfmGBGl_X80BUFlOp4iFwYVAxdV8G88.AFnxdCXuPH8SjSQVwVHggp8yApUVEBeHppD4-3JsmV0Qm9QdFyChXl3-iHMqwy_.hPHAsJEp6EbOkQLJ-63PUb9e7Snhz9JpwTamc6BRXuQ5NM-sqLp9j_EhE9TtCSB.qSfIrJq8Fcn072q60CUU9r2V4FLERHQX.seg4910research.tk,0,0.53
100,81,30,39,21,5.408625755048012,10,7,23,13.428571428571429,iVLgkaVyG6P60qJzv1l98-1,seg4910research,96,1,134043.iVLgkaVyG6P60qJzv1l98-1.Zl9qqjWDOAe_jVuT-RAQv5V.BgiVxMeERUsAnJS_X3nXnZa.I4.seg4910research.tk,0,0.54
54,34,7,18,26,4.11055439995104,3,4,26,12.75,64666532633230313333373365,maliciousDomain,49,1,ZRoCQKY.64666532633230313333373365.maliciousDomain.com,0,0.86
51,31,5,20,23,4.272737538339062,3,4,23,12.0,30346137373566323961326,maliciousDomain,46,1,SDstCcF.30346137373566323961326.maliciousDomain.com,0,0.89
51,31,4,20,24,4.2423136366862515,3,4,23,12.0,36386434643530613564386,maliciousDomain,46,1,OtZhPb8.36386434643530613564386.maliciousDomain.com,0,0.89
99,80,34,37,18,5.440985504001386,10,7,23,13.285714285714286,uJLvOPs-URCoXODa4G_vsO1,seg4910research,95,1,96353.uJLvOPs-URCoXODa4G_vsO1.nTq84OQFUJWIp-uEejOj_Dv.s2cU3SZMfU8imUKOynAtRg6.U4.seg4910research.tk,0,0.54
83,63,5,20,54,4.024978028881721,4,5,44,15.8,33616538626239636264373737393331383831393366,maliciousDomain,78,1,UGdqOAt.33616538626239636264373737393331383831393366.3431663031.maliciousDomain.com,0,0.74
100,81,30,42,19,5.520818564536747,9,7,23,13.428571428571429,_o2b3b6qg3GpWCKmxgfDJEK,seg4910research,96,1,104254._o2b3b6qg3GpWCKmxgfDJEK.HphNYY8dw_Rma6IgYS6VvLe.spiWcY0KrXhpFBkLO_GAjnX.Q2.seg4910research.tk,0,0.54
108,89,34,42,22,5.375555215953019,10,9,15,11.11111111111111,seg4910research,seg4910research,104,1,27029.RavAh9XrEIYO9.Wos19HkPqe4M8.XyJy8_n8GTF3r.4xbRswxGhpB_y.JohAH7MUsZOYL.vw3oJSW7UreLV.seg4910research.tk,0,0.54
62,42,4,20,35,4.06633395127879,3,4,34,14.75,6338663265366535656234643961383139,maliciousDomain,57,1,f3McLYs.6338663265366535656234643961383139.maliciousDomain.com,0,0.88
99,80,33,40,18,5.334600968893915,8,7,23,13.285714285714286,lpPuXSOSQdJQeVxlfs-rdE2,seg4910research,95,1,47931.lpPuXSOSQdJQeVxlfs-rdE2.XMrBJXW4Ze8YeEcT4WPMfh9.LsNBtMcH056pFebcdXC5U-F.al.seg4910research.tk,0,0.54
56,36,3,21,29,4.03075145203817,3,4,28,13.25,3437333936656238393636323037,maliciousDomain,51,1,az0coRV.3437333936656238393636323037.maliciousDomain.com,0,0.88
64,44,4,21,36,4.0148191426459245,3,4,36,15.25,613665376638643738383633636566646261,maliciousDomain,59,1,HuqwSJc.613665376638643738383633636566646261.maliciousDomain.com,0,0.91
99,80,29,46,15,5.383666594499291,9,7,23,13.285714285714286,aExfErqbslvwwzgJ_aFCm2m,seg4910research,95,1,46671.aExfErqbslvwwzgJ_aFCm2m.r96BPQywKGB-hYvY1DTqOFm.GbEjYObOVHvMo5wKM_y6jCh.Cy.seg4910research.tk,0,0.54
99,80,33,38,20,5.42306189278101,8,7,23,13.285714285714286,K3EYfCwlOm4dDmmkWCN6ZYU,seg4910research,95,1,83623.K3EYfCwlOm4dDmmkWCN6ZYU.bD38SMcTorPSxDtkPLcvYS3.EwFH-7GYo-7Itmj06PMLanN.0s.seg4910research.tk,0,0.54
99,80,27,45,16,5.272005140837743,11,7,23,13.285714285714286,QJQGAuJtYYh_O6rDGm4_x_k,seg4910research,95,1,17477.QJQGAuJtYYh_O6rDGm4_x_k.wnZRhjipYFrxMD_k_rJ3Tj3.aPFHCihuxkh2np6zLGtzpHl.4M.seg4910research.tk,0,0.54
100,81,31,46,16,5.366628445645813,7,7,23,13.428571428571429,mNxlqzVZZHbnjIblp4ZPFsc,seg4910research,96,1,139064.mNxlqzVZZHbnjIblp4ZPFsc.VGLC-v6nMGv6Spcz2qXsQFy.PFSsZVuxeKehEccMZ5FD5gY.rl.seg4910research.tk,0,0.54
99,80,29,41,21,5.477051569224913,8,7,23,13.285714285714286,ElxlxbnlztBAY8Jl6TPouKo,seg4910research,95,1,47982.ElxlxbnlztBAY8Jl6TPouKo.L3a9nkpLSnGL-WVg5PtoYrM.V7K7WSI643mwRaV81_gEOZs.Zi.seg4910research.tk,0,0.54
52,32,3,21,25,4.152295613063824,3,4,24,12.25,366336386232393532646533,maliciousDomain,47,1,4dfrMKe.366336386232393532646533.maliciousDomain.com,0,0.88
29,9,4,20,2,3.8833374604210062,3,4,15,6.5,maliciousDomain,maliciousDomain,24,1,YksQKi4.1.maliciousDomain.com,0,0.81
108,89,34,47,15,5.545920603734867,12,9,15,11.11111111111111,seg4910research,seg4910research,104,1,10913.bRuFuMGE7y-oX.kQ8GD-vJk7cOb.cAh0WxKvXjgUs.RUHqPpN-KYqtC.A4wSOjNWtHyqf.jzaEWmbT3a_Rp.seg4910research.tk,0,0.54
55,35,2,21,29,3.9892065311557756,3,4,27,13.0,632346235643366383036363361,maliciousDomain,50,1,Qq3rd6j.632346235643366383036363361.maliciousDomain.com,0,0.88
77,57,5,19,49,3.9276169460929973,4,5,45,14.6,346664326336633437313961646462336536636638336,maliciousDomain,72,1,eBrWL0G.346664326336633437313961646462336536636638336.230.maliciousDomain.com,0,0.73
76,56,4,20,49,3.9029648092063076,3,4,48,18.25,666437323335616165336332613864363133623164393937,maliciousDomain,71,1,KWaDn2f.666437323335616165336332613864363133623164393937.maliciousDomain.com,0,0.91
51,31,3,21,24,4.264029551465073,3,4,23,12.0,53731326433393364323939,maliciousDomain,46,1,0PJtejy.53731326433393364323939.maliciousDomain.com,0,0.89
100,81,30,42,21,5.448367439558383,7,7,23,13.428571428571429,UOXkL5B9JUcsFdBOpQZmJ9k,seg4910research,96,1,104607.UOXkL5B9JUcsFdBOpQZmJ9k.ztr2wVYROnrtjnbC4aSFqf-.t4oISdDI2TM0Mfz2GzLiSu9.m1.seg4910research.tk,0,0.54
100,81,42,33,17,5.568367439558384,8,7,23,13.428571428571429,FRp_MYK2tqmWxVMPwPSMGZo,seg4910research,96,1,103246.FRp_MYK2tqmWxVMPwPSMGZo.5OsEB3GJ0LU1UqFnhMSZKHv.EtlRQZOITvVANmNF-8qI9Ot.ab.seg4910research.tk,0,0.54
76,56,5,19,49,3.819737666046847,3,4,48,18.25,643338336236346334636637353437393762646438636466,maliciousDomain,71,1,ZFV2rPl.643338336236346334636637353437393762646438636466.maliciousDomain.com,0,0.9
78,58,5,20,50,3.984392235196396,3,4,50,18.75,34343961353539393738353661663834363634343737646161,maliciousDomain,73,1,HaErKjU.34343961353539393738353661663834363634343737646161.maliciousDomain.com,0,0.91
100,81,29,45,19,5.299428909662572,7,7,23,13.428571428571429,e0I7qqkmDy87T8CdmmwWyDB,seg4910research,96,1,147642.e0I7qqkmDy87T8CdmmwWyDB.siXgEbhBYzejHWeLZCIVp8T.X_biTjcZBqE7s7iMF0ohDJr.Zy.seg4910research.tk,0,0.54
69,49,4,20,41,4.179866392725651,4,5,38,13.0,62613161316539633834306432373735653834,maliciousDomain,64,1,ZiAtj8L.62613161316539633834306432373735653834.36.maliciousDomain.com,0,0.73
108,89,36,44,19,5.4302703722934496,9,9,15,11.11111111111111,seg4910research,seg4910research,104,1,14801.zEYvl-kD8ynbH.OfBLo0KMWbnyO.hDh9ZeZUcBvll.43PTH2opebz7X.EUKuDempYCV3A.P9GrcWPJ9GOlX.seg4910research.tk,0,0.54
62,42,2,23,34,4.045924296214706,3,4,34,14.75,3461653464393562656336346436623835,maliciousDomain,57,1,lnemOpx.3461653464393562656336346436623835.maliciousDomain.com,0,0.87
99,80,32,42,16,5.372754317110846,9,7,23,13.285714285714286,ixQSP_QO0rQi6RsWASpVxpd,seg4910research,95,1,85871.ixQSP_QO0rQi6RsWASpVxpd.Im-Fl1QoVsLJryTOxWsbdt2.d4Q5gZTl7aMtbPGRWC_AohW.Qz.seg4910research.tk,0,0.54
80,60,4,26,46,4.25346652229271,4,5,33,15.2,7a6678554175567c217c37317c217c646,maliciousDomain,75,1,zfxUAuV.7a6678554175567c217c37317c217c646.330376338336465303.maliciousDomain.com,0,0.71
99,80,24,45,24,5.332350276706804,6,7,23,13.285714285714286,vYCJBRUgZzUu0tlmDXd6Gpj,seg4910research,95,1,47173.vYCJBRUgZzUu0tlmDXd6Gpj.7GiS6eh3KCntLgmGtanD544.4Fq16ycn3sD1mxIWJszzwR6.q3.seg4910research.tk,0,0.54
62,42,2,22,35,4.11163718331665,3,4,34,14.75,3839393130656330653766626332393838,maliciousDomain,57,1,wa3qJft.3839393130656330653766626332393838.maliciousDomain.com,0,0.87
76,56,3,20,50,3.9239860364914225,3,4,48,18.25,386136393063306239643761616363656666353736373431,maliciousDomain,71,1,T3tnFy9.386136393063306239643761616363656666353736373431.maliciousDomain.com,0,0.91
64,44,6,18,37,4.040219969293429,3,4,36,15.25,303435323563373437343636323064363166,maliciousDomain,59,1,ZAEOW2g.303435323563373437343636323064363166.maliciousDomain.com,0,0.86
100,81,28,41,22,5.487368784857285,9,7,23,13.428571428571429,fmeBbtbwVT4XPYTZsc3AjK4,seg4910research,96,1,120803.fmeBbtbwVT4XPYTZsc3AjK4.KPvL_VY4qHb7-yL4MGE_ptz.fGmuJ1w15wWz7p6RJhrYBi2.sN.seg4910research.tk,0,0.54
108,89,29,48,22,5.351896358897987,9,9,15,11.11111111111111,seg4910research,seg4910research,104,1,23729.BqF4SWSvVzI4d.M4IqFT9wtjh9Y.CqtjQVzxUDIx7.xJ8qaQ7yKpvzn.9M9R4O-7ckJG3.fLjfVrptgnSgq.seg4910research.tk,0,0.54
202,182,4,20,171,3.439410587236182,7,8,39,24.375,376430376238626435303634363431343065313,maliciousDomain,197,1,mAqXP7g.376430376238626435303634363431343065313.330363830316565343163356431316165393136.363539636161656239313861366634366566353.262303365323137363962316533626536376666.38336539613137.maliciousDomain.com,0,0.53
56,36,5,18,30,4.210250890088597,3,4,28,13.25,3061643838653261343233313961,maliciousDomain,51,1,H83IySU.3061643838653261343233313961.maliciousDomain.com,0,0.88
66,46,7,18,38,4.142921211423471,3,4,38,15.75,32623665633432306537353234653832303130,maliciousDomain,61,1,lPELRJB.32623665633432306537353234653832303130.maliciousDomain.com,0,0.86
100,81,25,45,23,5.282724850390182,7,7,23,13.428571428571429,765qCbHVclcs0ECxUBB6sUF,seg4910research,96,1,119999.765qCbHVclcs0ECxUBB6sUF.5MfQt5eCg7agEZ1avo0IBc5.tkiLzpPlnOM5pxJPt-kyA3g.sL.seg4910research.tk,0,0.54
98,79,27,46,17,5.356308695824885,8,7,23,13.142857142857142,qPRbaeEvO1uoJwHo0qWeQoB,seg4910research,94,1,6421.qPRbaeEvO1uoJwHo0qWeQoB.MIlJ2gpZbs2XU0Vh-a4rJlO._qKrenjTCrxig60Drw2VNwU.NH.seg4910research.tk,0,0.54
249,230,88,97,52,5.790859690262192,12,7,63,34.714285714285715,_MHE043kLSQrvqEObcXWNax2qz1MHW2sgxTx4e6YMsp5DsTmO8xmYSZ15ezSyDb,seg4910research,245,1,82598._MHE043kLSQrvqEObcXWNax2qz1MHW2sgxTx4e6YMsp5DsTmO8xmYSZ15ezSyDb.ZCk-ICxM8sw6m3U15wiwA4Q0odJgv8-hq9cO73n9dJ54p3N00srJgxLJ_XPEuzw.mzZOAHUyvgexDuUoIe7u8EWCEe0vE5Jg9X-mKAhQLR-QTVExcGyHV6XzlO0sk3V.JuzRYK8tA8zKA5OpGgPoju0M23UhaCTL.seg4910research.tk,0,0.53
99,80,36,41,14,5.433360377716906,8,7,23,13.285714285714286,4RQQHNXlh1hBtQzdTczVvXR,seg4910research,95,1,10549.4RQQHNXlh1hBtQzdTczVvXR.QLxa-NT28YzGVVLmlJuEILG.rrwCVYCFGYj8qqZve_uKrnf.fS.seg4910research.tk,0,0.54
59,39,4,19,33,3.952470950266052,3,4,31,14.0,6664343337663630323237363837306,maliciousDomain,54,1,05nINiM.6664343337663630323237363837306.maliciousDomain.com,0,0.87
66,46,3,22,38,4.027477355162521,3,4,38,15.75,62353961366565663539373531626533383337,maliciousDomain,61,1,zlQraUv.62353961366565663539373531626533383337.maliciousDomain.com,0,0.9
248,229,90,103,38,5.8150415032707885,17,7,63,34.57142857142857,dc-Kazc5f2UO2Qr0cvq-hk85CsMBf5pmw-4NxCelfSJu-2OjI9CPtuyBbEGPvbA,seg4910research,244,1,9263.dc-Kazc5f2UO2Qr0cvq-hk85CsMBf5pmw-4NxCelfSJu-2OjI9CPtuyBbEGPvbA.C06UZ2zMmmuxUUTNJ_42QPIHrrxdQEh_2U_aVMOqqckIrl5UfrKGf-WVdDNDHDj.-hpEAVn1DawVKbJNUXfynSLXMJNJTusEg9tjPJAk_IoC3AAm2B9KYzldBh30ZY2.v7HCkfb2uNO7_SMYghvsdpzbuvv8fyQ5.seg4910research.tk,0,0.53
